// Generated using In-game Timecyc Editor 1.8 written by fastman92
// Visit fastman92-site.tk

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
93 96 104	218 239 255	255 255 255	86 141 181	175 148 123	63 63 63	0 0 0	0.6 1.1 1 255 0 255 1700 300 0.9	0 0 0	160 160 160	62 72 77 190	62 70 77 89	127 70 80 90	90 120 0 0
//7AM
96 98 102	255 255 255	255 255 255	118 188 255	209 236 247	0 0 0	0 0 0	0.9 0.7 0.5 255 0 255 1700 300 0.8	0 0 0	226 226 226	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
114 121 127	255 255 255	255 255 255	101 170 255	202 238 255	10 10 0	0 0 0	1 0.5 0.3 255 0 255 1700 300 0.3	0 0 0	206 206 206	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
96 99 102	215 235 255	255 255 255	121 175 237	208 191 154	10 10 0	0 0 0	0.8 1 0.3 255 0 255 1700 300 0.8	0 0 0	127 127 127	123 123 124 190	62 64 64 64	127 0 0 0	120 131 0 0
//8PM
82 85 91	202 231 255	255 255 255	89 114 145	183 156 122	0 0 0	0 0 0	0.5 1.9 0.8 255 0 255 1700 300 1	0 0 0	50 50 50	132 176 189 190	62 50 53 63	127 0 0 0	90 55 0 0
//10PM
73 88 114	190 226 255	255 255 255	24 28 34	27 31 38	0 0 0	0 0 0	1 0.2 0.7 200 100 0 1700 300 1	0 0 0	60 60 60	80 105 144 190	62 18 23 27	127 0 0 0	90 120 0 0
//
//////////// EXTRASUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
86 96 110	214 231 255	255 255 255	4 6 8	4 6 9	10 10 0	10 0 0	1 1 1 255 0 255 1700 300 1	0 0 0	14 20 28	55 55 66 240	127 10 10 13	127 10 11 13	155 0 0 0
//5AM
86 94 108	215 229 255	255 255 255	17 18 22	17 18 22	10 10 0	10 0 0	0 1 1 255 0 255 1700 300 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
92 96 104	218 239 255	255 255 255	97 135 155	168 154 131	63 63 63	0 0 0	0.6 1.1 1 255 0 255 1700 300 0.9	0 0 0	160 160 160	62 72 77 190	62 70 77 89	127 70 80 90	90 120 0 0
//7AM
96 98 102	255 255 255	255 255 255	139 209 255	211 206 177	0 0 0	0 0 0	0.9 0.7 0.5 255 0 255 1700 300 0.8	0 0 0	226 226 226	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
114 121 127	255 255 255	255 255 255	93 178 237	219 224 199	10 10 0	0 0 0	1 0.5 0.3 255 0 255 1700 300 0.3	0 0 0	206 206 206	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
91 95 102	215 235 255	255 255 255	135 182 208	212 213 178	10 10 0	0 0 0	0.8 1 0.3 255 0 255 1700 300 0.8	0 0 0	127 127 127	123 123 124 190	62 64 64 64	127 0 0 0	120 131 0 0
//8PM
79 82 89	202 231 255	255 255 255	113 131 145	183 168 139	0 0 0	0 0 0	0.5 1.9 0.8 255 0 255 1700 300 1	0 0 0	50 50 50	132 176 189 190	62 49 55 63	127 0 0 0	90 55 0 0
//10PM
73 88 114	190 226 255	255 255 255	24 28 34	27 31 38	0 0 0	0 0 0	1 0.2 0.7 200 100 0 1700 300 1	0 0 0	60 60 60	80 105 144 190	62 18 23 27	127 0 0 0	90 120 0 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
86 96 110	214 231 255	255 255 255	4 6 8	4 6 9	10 10 0	10 0 0	1 1 1 255 0 255 1700 300 1	0 0 0	14 20 28	55 55 66 240	127 10 10 13	127 10 11 13	155 0 0 0
//5AM
86 94 108	215 229 255	255 255 255	17 18 22	17 18 22	10 10 0	10 0 0	0 1 1 255 0 255 1700 300 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
92 96 104	228 243 255	255 255 255	86 141 181	175 148 123	63 63 63	0 0 0	0.6 1.1 1 255 0 255 1700 300 0.9	0 0 0	160 160 160	62 72 77 190	62 70 77 89	127 70 80 90	90 120 0 0
//7AM
96 98 102	255 255 255	255 255 255	118 188 255	201 240 255	0 0 0	0 0 0	0.9 0.7 0.5 255 0 255 1700 300 0.8	0 0 0	226 226 226	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
114 121 127	255 255 255	255 255 255	101 170 255	202 238 255	10 10 0	0 0 0	1 0.5 0.3 255 0 255 1700 300 0.3	0 0 0	206 206 206	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
91 95 102	215 235 255	255 255 255	121 175 237	199 208 168	10 10 0	0 0 0	0.8 1 0.3 255 0 255 1700 300 0.8	0 0 0	127 127 127	123 123 124 190	62 64 64 64	127 0 0 0	120 131 0 0
//8PM
81 84 91	202 231 255	255 255 255	89 114 145	183 166 132	0 0 0	0 0 0	0.5 1.9 0.8 255 0 255 1700 300 1	0 0 0	50 50 50	132 176 189 190	62 49 55 63	127 0 0 0	90 55 0 0
//10PM
73 88 114	190 226 255	255 255 255	24 28 34	27 31 38	0 0 0	0 0 0	1 0.2 0.7 200 100 0 1700 300 1	0 0 0	60 60 60	80 105 144 190	62 18 23 27	127 0 0 0	90 120 0 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
79 87 100	202 224 255	255 255 255	30 32 37	30 31 36	10 10 0	10 0 0	1 1 1 200 100 0 1007 8 1	0 0 0	14 20 28	55 55 66 240	127 3 6 8	127 3 5 8	155 0 0 0
//5AM
62 67 78	205 223 255	255 255 255	32 33 37	31 32 37	10 10 0	10 0 0	0 1 1 200 100 0 1004 8 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
68 75 87	205 233 255	255 255 255	64 72 78	64 73 78	63 63 63	0 0 0	0.6 1.1 1 200 100 0 1011 4 0.9	0 0 0	160 160 160	62 72 77 190	62 71 78 89	127 70 80 90	90 120 0 0
//7AM
81 90 102	255 255 255	255 255 255	134 145 157	131 145 157	0 0 0	0 0 0	0.9 0.7 0.5 203 211 0 1006 8 0.8	0 0 0	140 140 140	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
113 121 127	255 255 255	255 255 255	168 181 189	183 196 206	10 10 0	0 0 0	1 0.5 0.3 202 116 60 1001 8 0.3	0 0 0	140 140 140	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
81 90 102	215 235 255	255 255 255	106 117 128	105 120 128	10 10 0	0 0 0	0.8 1 0.3 204 188 0 1002 9 0.8	0 0 0	140 140 140	123 123 124 190	62 51 56 64	127 0 0 0	120 131 0 0
//8PM
71 77 92	202 231 255	255 255 255	100 110 124	86 94 102	0 0 0	0 0 0	0.5 1.9 0.8 204 80 0 1004 5 1	0 0 0	50 50 50	132 176 189 190	62 50 57 66	127 0 0 0	90 55 0 0
//10PM
71 79 92	202 231 255	255 255 255	40 42 46	34 37 43	0 0 0	0 0 0	1 0.2 0.7 206 100 0 1002 5 1	0 0 0	60 60 60	80 105 144 190	62 30 34 38	127 0 0 0	90 120 0 0
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
48 53 65	157 170 198	255 255 255	2 2 2	2 2 2	255 255 255	5 0 0	1 0.9 1 255 100 0 1708 10 1	0 0 0	3 3 3	38 38 45 244	72 4 5 6	127 5 6 7	0 30 0 0
//5AM
45 47 59	227 235 255	255 255 255	27 28 31	54 43 39	255 128 0	255 0 0	1.4 1 1 255 100 0 1700 10 0.9	0 0 0	50 43 36	53 62 68 247	52 13 14 15	127 12 14 15	0 90 0 0
//6AM
64 47 47	255 245 227	255 255 255	107 131 181	183 110 110	255 155 119	255 115 74	1.6 1 0.3 255 100 0 1710 5 0.8	0 0 0	126 84 84	76 99 127 247	52 46 36 36	127 43 42 33	255 255 0 0
//7AM
86 79 67	255 255 255	255 255 255	88 118 169	194 176 173	255 239 224	255 128 0	1.7 1 0 255 50 75 1706 6 0.5	0 0 0	206 206 206	105 129 157 244	127 61 48 36	127 0 0 0	185 205 0 1
//Midday
116 102 74	255 238 203	255 255 255	107 161 241	186 239 249	255 206 173	255 98 0	1.8 1 0 255 0 190 1704 8 1	0 0 0	229 229 229	117 184 255 245	62 78 71 54	127 7 6 5	185 186 0 1
//7PM
79 79 79	255 226 188	255 255 255	115 156 232	198 190 170	222 208 199	122 55 0	1.6 0.3 0.4 255 40 75 1710 2 0.8	0 0 0	181 174 153	112 160 204 236	62 40 37 31	127 40 37 31	185 205 0 0
//8PM
103 64 64	255 213 213	255 255 255	108 117 158	153 94 94	10 10 0	10 0 0	2 1 1 255 50 0 1706 80 1	0 0 0	131 90 85	122 126 134 240	127 52 35 35	127 27 18 18	155 255 0 0
//10PM
64 44 43	255 200 200	255 255 255	48 54 68	72 50 55	255 128 0	5 8 0	1 1 1 255 100 0 1703 100 0.8	0 0 0	65 47 45	71 46 53 241	12 17 14 14	127 18 15 15	255 255 0 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
48 53 65	157 170 198	255 255 255	2 2 2	2 2 2	255 255 255	5 0 0	1 0.9 1 255 100 0 1708 10 1	0 0 0	3 3 3	38 38 45 244	72 4 5 6	127 5 6 7	0 30 0 0
//5AM
45 47 59	227 235 255	255 255 255	27 28 31	54 43 39	255 128 0	255 0 0	1.4 1 1 255 100 0 1700 10 0.9	0 0 0	50 43 36	53 62 68 247	52 13 14 15	127 12 14 15	0 90 0 0
//6AM
64 47 47	255 245 227	255 255 255	107 131 181	183 110 110	255 155 119	255 115 74	1.6 1 0.3 255 100 0 1710 5 0.8	0 0 0	126 84 84	76 99 127 247	52 46 36 36	127 43 42 33	255 255 0 0
//7AM
86 79 67	255 255 255	255 255 255	88 118 169	194 176 173	255 239 224	255 128 0	1.7 1 0 255 50 75 1706 6 0.5	0 0 0	206 206 206	105 129 157 244	127 61 48 36	127 0 0 0	185 205 0 1
//Midday
116 102 74	255 238 203	255 255 255	107 161 241	186 239 249	255 206 173	255 98 0	1.8 1 0 255 0 190 1704 8 1	0 0 0	229 229 229	117 184 255 245	62 78 71 54	127 7 6 5	185 186 0 1
//7PM
79 79 79	255 226 188	255 255 255	115 156 232	198 190 170	222 208 199	122 55 0	1.6 0.3 0.4 255 40 75 1710 2 0.8	0 0 0	181 174 153	112 160 204 236	62 40 37 31	127 40 37 31	185 205 0 0
//8PM
103 64 64	255 213 213	255 255 255	108 117 158	153 94 94	10 10 0	10 0 0	2 1 1 255 50 0 1706 80 1	0 0 0	131 90 85	122 126 134 240	127 52 35 35	127 27 18 18	155 255 0 0
//10PM
64 44 43	255 200 200	255 255 255	48 54 68	72 50 55	255 128 0	5 8 0	1 1 1 255 100 0 1703 100 0.8	0 0 0	65 47 45	71 46 53 241	12 17 14 14	127 18 15 15	255 255 0 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
79 87 100	202 224 255	255 255 255	30 32 37	30 31 36	10 10 0	10 0 0	1 1 1 200 100 0 1007 8 1	0 0 0	14 20 28	55 55 66 240	127 3 6 8	127 3 5 8	155 0 0 0
//5AM
62 67 78	205 223 255	255 255 255	32 33 37	31 32 37	10 10 0	10 0 0	0 1 1 200 100 0 1004 8 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
68 75 87	205 233 255	255 255 255	64 72 78	64 73 78	63 63 63	0 0 0	0.6 1.1 1 200 100 0 1011 4 0.9	0 0 0	160 160 160	62 72 77 190	62 71 78 89	127 70 80 90	90 120 0 0
//7AM
81 90 102	255 255 255	255 255 255	134 145 157	131 145 157	0 0 0	0 0 0	0.9 0.7 0.5 203 211 0 1006 8 0.8	0 0 0	140 140 140	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
113 121 127	255 255 255	255 255 255	168 181 189	183 196 206	10 10 0	0 0 0	1 0.5 0.3 202 116 60 1001 8 0.3	0 0 0	140 140 140	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
81 90 102	215 235 255	255 255 255	106 117 128	105 120 128	10 10 0	0 0 0	0.8 1 0.3 204 188 0 1002 9 0.8	0 0 0	140 140 140	123 123 124 190	62 51 56 64	127 0 0 0	120 131 0 0
//8PM
71 77 92	202 231 255	255 255 255	100 110 124	86 94 102	0 0 0	0 0 0	0.5 1.9 0.8 204 80 0 1004 5 1	0 0 0	50 50 50	132 176 189 190	62 50 57 66	127 0 0 0	90 55 0 0
//10PM
71 79 92	202 231 255	255 255 255	40 42 46	34 37 43	0 0 0	0 0 0	1 0.2 0.7 206 100 0 1002 5 1	0 0 0	60 60 60	80 105 144 190	62 30 34 38	127 0 0 0	90 120 0 0
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
50 54 63	175 209 255	255 255 255	4 6 8	4 6 9	10 10 0	10 0 0	1 1 1 200 100 0 902 8 1	0 0 0	14 20 28	55 55 66 240	127 3 6 8	127 3 5 8	155 0 0 0
//5AM
28 44 78	139 182 255	255 255 255	13 15 22	13 15 22	10 10 0	10 0 0	0 1 1 255 100 0 904 5 1	0 0 0	25 34 43	55 55 66 240	127 10 14 21	127 10 15 22	155 0 0 0
//6AM
67 74 87	206 234 255	255 255 255	64 72 78	48 55 59	63 63 63	0 0 0	0.6 1.1 1 200 100 0 913 1 0.9	0 0 0	160 160 160	62 72 77 190	62 70 77 89	127 51 70 90	90 120 0 0
//7AM
81 90 102	255 255 255	255 255 255	127 137 149	94 104 112	0 0 0	0 0 0	0.9 0.7 0.5 80 80 0 907 8 0.8	0 0 0	140 140 140	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
113 121 127	255 255 255	255 255 255	125 135 141	99 105 111	10 10 0	0 0 0	1 0.5 0.3 60 50 60 911 8 0.3	0 0 0	140 140 140	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
59 77 102	215 235 255	255 255 255	106 117 128	73 84 89	10 10 0	0 0 0	0.8 1 0.3 255 64 0 910 9 0.8	0 0 0	140 140 140	123 123 124 190	62 44 53 64	127 0 0 0	120 131 0 0
//8PM
51 62 89	202 231 255	255 255 255	91 95 102	67 71 76	0 0 0	0 0 0	0.5 1.9 0.8 80 80 0 902 5 1	0 0 0	50 50 50	132 176 189 190	62 17 32 51	127 0 0 0	90 55 0 0
//10PM
25 39 64	190 226 255	255 255 255	24 28 34	27 31 38	0 0 0	0 0 0	1 0.2 0.7 200 100 0 905 5 1	0 0 0	60 60 60	80 105 144 190	62 22 31 38	127 0 0 0	90 120 0 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
79 87 100	202 224 255	255 255 255	30 32 37	30 31 36	10 10 0	10 0 0	1 1 1 200 100 0 1007 8 1	0 0 0	14 20 28	55 55 66 240	127 3 6 8	127 3 5 8	155 0 0 0
//5AM
62 67 78	205 223 255	255 255 255	32 33 37	31 32 37	10 10 0	10 0 0	0 1 1 200 100 0 1004 8 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
68 75 87	205 233 255	255 255 255	64 72 78	64 73 78	63 63 63	0 0 0	0.6 1.1 1 200 100 0 1011 4 0.9	0 0 0	160 160 160	62 72 77 190	62 71 78 89	127 70 80 90	90 120 0 0
//7AM
81 90 102	255 255 255	255 255 255	134 145 157	131 145 157	0 0 0	0 0 0	0.9 0.7 0.5 203 211 0 1006 8 0.8	0 0 0	140 140 140	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
113 121 127	255 255 255	255 255 255	168 181 189	183 196 206	10 10 0	0 0 0	1 0.5 0.3 202 116 60 1001 8 0.3	0 0 0	140 140 140	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
81 90 102	215 235 255	255 255 255	106 117 128	105 120 128	10 10 0	0 0 0	0.8 1 0.3 204 188 0 1002 9 0.8	0 0 0	140 140 140	123 123 124 190	62 51 56 64	127 0 0 0	120 131 0 0
//8PM
71 77 92	202 231 255	255 255 255	100 110 124	86 94 102	0 0 0	0 0 0	0.5 1.9 0.8 204 80 0 1004 5 1	0 0 0	50 50 50	132 176 189 190	62 50 57 66	127 0 0 0	90 55 0 0
//10PM
71 79 92	202 231 255	255 255 255	40 42 46	34 37 43	0 0 0	0 0 0	1 0.2 0.7 206 100 0 1002 5 1	0 0 0	60 60 60	80 105 144 190	62 30 34 38	127 0 0 0	90 120 0 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
48 53 65	157 170 198	255 255 255	2 2 2	2 2 2	255 255 255	5 0 0	1 0.9 1 255 100 0 1708 10 1	0 0 0	3 3 3	38 38 45 244	72 4 5 6	127 5 6 7	0 30 0 0
//5AM
45 47 59	227 235 255	255 255 255	27 28 31	54 43 39	255 128 0	255 0 0	1.4 1 1 255 100 0 1700 10 0.9	0 0 0	50 43 36	53 62 68 247	52 13 14 15	127 12 14 15	0 90 0 0
//6AM
64 47 47	255 245 227	255 255 255	107 131 181	183 110 110	255 155 119	255 115 74	1.6 1 0.3 255 100 0 1710 5 0.8	0 0 0	126 84 84	76 99 127 247	52 46 36 36	127 43 42 33	255 255 0 0
//7AM
86 79 67	255 255 255	255 255 255	88 118 169	194 176 173	255 239 224	255 128 0	1.7 1 0 255 50 75 1706 6 0.5	0 0 0	206 206 206	105 129 157 244	127 61 48 36	127 0 0 0	185 205 0 1
//Midday
116 102 74	255 238 203	255 255 255	107 161 241	186 239 249	255 206 173	255 98 0	1.8 1 0 255 0 190 1704 8 1	0 0 0	229 229 229	117 184 255 245	62 78 71 54	127 7 6 5	185 186 0 1
//7PM
79 79 79	255 226 188	255 255 255	115 156 232	198 190 170	222 208 199	122 55 0	1.6 0.3 0.4 255 40 75 1710 2 0.8	0 0 0	181 174 153	112 160 204 236	62 40 37 31	127 40 37 31	185 205 0 0
//8PM
103 64 64	255 213 213	255 255 255	108 117 158	153 94 94	10 10 0	10 0 0	2 1 1 255 50 0 1706 80 1	0 0 0	131 90 85	122 126 134 240	127 27 18 18	127 27 18 18	155 255 0 0
//10PM
64 44 43	255 200 200	255 255 255	48 54 68	72 50 55	255 128 0	5 8 0	1 1 1 255 100 0 1703 100 0.8	0 0 0	65 47 45	71 46 53 241	12 17 14 14	127 18 15 15	255 255 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
48 53 65	157 170 198	255 255 255	2 2 2	2 2 2	255 255 255	5 0 0	1 0.9 1 255 100 0 1708 10 1	0 0 0	3 3 3	38 38 45 244	72 4 5 6	127 5 6 7	0 30 0 0
//5AM
45 47 59	227 235 255	255 255 255	27 28 31	54 43 39	255 128 0	255 0 0	1.4 1 1 255 100 0 1700 10 0.9	0 0 0	50 43 36	53 62 68 247	52 13 14 15	127 12 14 15	0 90 0 0
//6AM
64 47 47	255 245 227	255 255 255	107 131 181	183 110 110	255 155 119	255 115 74	1.6 1 0.3 255 100 0 1710 5 0.8	0 0 0	126 84 84	76 99 127 247	52 46 36 36	127 43 42 33	255 255 0 0
//7AM
86 79 67	255 255 255	255 255 255	88 118 169	194 176 173	255 239 224	255 128 0	1.7 1 0 255 50 75 1706 6 0.5	0 0 0	206 206 206	105 129 157 244	127 61 48 36	127 0 0 0	185 205 0 1
//Midday
116 102 74	255 238 203	255 255 255	107 161 241	186 239 249	255 206 173	255 98 0	1.8 1 0 255 0 190 1704 8 1	0 0 0	229 229 229	117 184 255 245	62 78 71 54	127 7 6 5	185 186 0 1
//7PM
79 79 79	255 226 188	255 255 255	115 156 232	198 190 170	222 208 199	122 55 0	1.6 0.3 0.4 255 40 75 1710 2 0.8	0 0 0	181 174 153	112 160 204 236	62 40 37 31	127 40 37 31	185 205 0 0
//8PM
101 62 62	255 213 213	255 255 255	108 117 158	153 94 94	10 10 0	10 0 0	2 1 1 255 50 0 1706 80 1	0 0 0	131 90 85	122 126 134 240	127 27 18 18	127 27 18 18	155 255 0 0
//10PM
64 44 43	255 200 200	255 255 255	48 54 68	72 50 55	255 128 0	5 8 0	1 1 1 255 100 0 1703 100 0.8	0 0 0	65 47 45	71 46 53 241	12 17 14 14	127 18 15 15	255 255 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
79 87 100	202 224 255	255 255 255	30 32 37	30 31 36	10 10 0	10 0 0	1 1 1 200 100 0 1007 8 1	0 0 0	14 20 28	55 55 66 240	127 3 6 8	127 3 5 8	155 0 0 0
//5AM
62 67 78	205 223 255	255 255 255	32 33 37	31 32 37	10 10 0	10 0 0	0 1 1 200 100 0 1004 8 1	0 0 0	25 34 43	55 55 66 240	127 16 18 21	127 17 19 22	155 0 0 0
//6AM
68 75 87	205 233 255	255 255 255	64 72 78	64 73 78	63 63 63	0 0 0	0.6 1.1 1 200 100 0 1011 4 0.9	0 0 0	160 160 160	62 72 77 190	62 71 78 89	127 70 80 90	90 120 0 0
//7AM
81 90 102	255 255 255	255 255 255	134 145 157	131 145 157	0 0 0	0 0 0	0.9 0.7 0.5 203 211 0 1006 8 0.8	0 0 0	140 140 140	107 117 122 190	62 51 51 51	127 0 0 0	160 200 0 1
//Midday
113 121 127	255 255 255	255 255 255	168 181 189	183 196 206	10 10 0	0 0 0	1 0.5 0.3 202 116 60 1001 8 0.3	0 0 0	140 140 140	128 128 128 190	62 65 65 65	127 0 0 0	160 200 0 1
//7PM
